question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
38,SBODemoUS-Human Resources,1.0,0.6666666666666666,0.8,0.5,0.2,0.28571428571428575
39,ATBI,0.5,0.5,0.5,0.6666666666666666,0.5,0.5714285714285715
40,NTSB,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
41,SBODemoUS-Banking,0.6666666666666666,1.0,0.8,1.0,1.0,1.0
42,SBODemoUS-Sales Opportunities,0.5,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571
43,ASIS_20161108_HerpInv_Database,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.2857142857142857
44,NTSB,1.0,1.0,1.0,1.0,1.0,1.0
45,NorthernPlainsFireManagement,0.5,1.0,0.6666666666666666,0.8,1.0,0.888888888888889
46,NorthernPlainsFireManagement,0.5,1.0,0.6666666666666666,0.3333333333333333,0.25,0.28571428571428575
47,NYSED_SRC2022,1.0,1.0,1.0,0.75,0.6,0.6666666666666665
48,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
49,SBODemoUS-Reports,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5
50,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8
51,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.4,0.5714285714285715
52,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,0.4
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
54,NorthernPlainsFireManagement,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
55,NTSB,1.0,1.0,1.0,1.0,1.0,1.0
56,NYSED_SRC2022,1.0,1.0,1.0,0.3333333333333333,1.0,0.5
57,SBODemoUS-Business Partners,0.6666666666666666,1.0,0.8,0.8333333333333334,1.0,0.9090909090909091
58,ATBI,0.75,1.0,0.8571428571428571,0.7777777777777778,1.0,0.8750000000000001
59,NTSB,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
60,PacificIslandLandbirds,1.0,1.0,1.0,0.6666666666666666,0.4,0.5
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
62,SBODemoUS-Service,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
63,PacificIslandLandbirds,1.0,1.0,1.0,1.0,0.3333333333333333,0.5
64,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.4,0.5714285714285715
65,NTSB,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.5,0.5,0.5
67,NTSB,0.5,1.0,0.6666666666666666,1.0,1.0,1.0
68,NYSED_SRC2022,0.2,1.0,0.33333333333333337,0.375,1.0,0.5454545454545454
69,ATBI,0.6666666666666666,1.0,0.8,1.0,1.0,1.0
70,CratersWildlifeObservations,1.0,1.0,1.0,0.6,1.0,0.7499999999999999
71,ATBI,0.3333333333333333,1.0,0.5,0.25,1.0,0.4
72,NTSB,1.0,1.0,1.0,0.6666666666666666,1.0,0.8
73,KlamathInvasiveSpecies,1.0,1.0,1.0,0.6666666666666666,0.4444444444444444,0.5333333333333333
74,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
75,NYSED_SRC2022,1.0,1.0,1.0,0.5,0.2,0.28571428571428575
76,ATBI,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,1.0,1.0
78,NTSB,1.0,1.0,1.0,1.0,1.0,1.0
79,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.25,0.4
80,KlamathInvasiveSpecies,1.0,1.0,1.0,0.3333333333333333,1.0,0.5
81,SBODemoUS-Finance,0.2,0.5,0.28571428571428575,0.18181818181818182,0.4,0.25000000000000006
82,SBODemoUS-Human Resources,1.0,1.0,1.0,0.5,0.5,0.5
83,NTSB,1.0,0.5,0.6666666666666666,1.0,0.25,0.4
84,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
85,SBODemoUS-Inventory and Production,0.6666666666666666,1.0,0.8,0.7142857142857143,1.0,0.8333333333333333
86,KlamathInvasiveSpecies,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666
87,SBODemoUS-Inventory and Production,0.75,1.0,0.8571428571428571,1.0,1.0,1.0
88,ATBI,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
89,SBODemoUS-Business Partners,0.5,1.0,0.6666666666666666,0.7142857142857143,1.0,0.8333333333333333
90,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.3333333333333333,0.5
91,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571
92,ATBI,0.5,1.0,0.6666666666666666,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,1.0,1.0,1.0
94,ATBI,0.6666666666666666,1.0,0.8,0.2857142857142857,0.6666666666666666,0.4
95,SBODemoUS-Banking,0.2,1.0,0.33333333333333337,0.3,0.5,0.37499999999999994
96,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
97,PacificIslandLandbirds,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
98,SBODemoUS-Human Resources,1.0,0.3333333333333333,0.5,1.0,0.2857142857142857,0.4444444444444445
99,SBODemoUS-Sales Opportunities,0.6666666666666666,1.0,0.8,1.0,1.0,1.0
100,PacificIslandLandbirds,1.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
