question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
41,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
42,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
43,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
44,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
45,NorthernPlainsFireManagement,0.25,1.0,0.4,0.0,0.0,0.0
46,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
47,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
48,ASIS_20161108_HerpInv_Database,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,0.3333333333333333,0.5,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333
51,NYSED_SRC2022,0.041666666666666664,0.5,0.07692307692307693,0.041666666666666664,0.2,0.06896551724137931
52,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,1.0,1.0
53,ASIS_20161108_HerpInv_Database,0.25,1.0,0.4,0.3333333333333333,0.6666666666666666,0.4444444444444444
54,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
55,NTSB,0.05263157894736842,1.0,0.1,0.0,0.0,0.0
56,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.14285714285714285,0.5,0.22222222222222224,0.0,0.0,0.0
58,ATBI,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.2
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,1.0,0.2,0.33333333333333337
61,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
62,SBODemoUS-Service,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0
63,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
64,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
65,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.041666666666666664,1.0,0.07999999999999999,0.0,0.0,0.0
69,ATBI,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
70,CratersWildlifeObservations,0.6666666666666666,1.0,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666
71,ATBI,1.0,1.0,1.0,0.0,0.0,0.0
72,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.6666666666666666,0.8
74,NYSED_SRC2022,0.041666666666666664,1.0,0.07999999999999999,0.038461538461538464,0.2,0.06451612903225806
75,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
78,NTSB,0.02631578947368421,1.0,0.05128205128205127,0.0,0.0,0.0
79,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
80,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
81,SBODemoUS-Finance,0.058823529411764705,0.5,0.10526315789473684,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.125,1.0,0.2222222222222222,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
85,SBODemoUS-Inventory and Production,0.25,1.0,0.4,0.125,0.2,0.15384615384615385
86,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
87,SBODemoUS-Inventory and Production,0.2,0.3333333333333333,0.25,0.2,0.16666666666666666,0.1818181818181818
88,ATBI,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
89,SBODemoUS-Business Partners,0.05263157894736842,1.0,0.1,0.1111111111111111,0.6,0.18750000000000003
90,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
91,CratersWildlifeObservations,0.3333333333333333,1.0,0.5,0.42857142857142855,1.0,0.6
92,ATBI,0.0,0.0,0.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,0.16666666666666666,0.5,0.25,0.0,0.0,0.0
95,SBODemoUS-Banking,0.06666666666666667,1.0,0.125,0.05,0.16666666666666666,0.07692307692307691
96,CratersWildlifeObservations,0.2222222222222222,1.0,0.3636363636363636,0.18181818181818182,0.5,0.26666666666666666
97,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
100,PacificIslandLandbirds,0.5,0.25,0.3333333333333333,0.5,0.125,0.2
101,NYSED_SRC2022,0.07142857142857142,0.5,0.125,0.05555555555555555,0.16666666666666666,0.08333333333333333
