question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
46,NorthernPlainsFireManagement,0.5,1.0,0.6666666666666666,0.3333333333333333,0.25,0.28571428571428575
47,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
48,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8
51,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.4,0.5714285714285715
52,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,0.4
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
54,NorthernPlainsFireManagement,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
55,NTSB,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
56,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
58,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.5,0.2,0.28571428571428575
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
62,SBODemoUS-Service,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0
63,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
64,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
65,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.041666666666666664,1.0,0.07999999999999999,0.0,0.0,0.0
69,ATBI,0.5,0.5,0.5,0.0,0.0,0.0
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
71,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
72,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,1.0,1.0,1.0,0.625,0.5555555555555556,0.5882352941176471
74,NYSED_SRC2022,1.0,1.0,1.0,0.4,0.4,0.4000000000000001
75,NYSED_SRC2022,1.0,1.0,1.0,0.5,0.2,0.28571428571428575
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,1.0,1.0
78,NTSB,0.03125,1.0,0.06060606060606061,0.0,0.0,0.0
79,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.25,0.4
80,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
81,SBODemoUS-Finance,0.0625,0.5,0.1111111111111111,0.0,0.0,0.0
82,SBODemoUS-Human Resources,1.0,1.0,1.0,0.5,0.5,0.5
83,NTSB,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
84,NYSED_SRC2022,1.0,1.0,1.0,1.0,1.0,1.0
85,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
86,KlamathInvasiveSpecies,1.0,0.3333333333333333,0.5,1.0,0.375,0.5454545454545454
87,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
88,ATBI,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
89,SBODemoUS-Business Partners,1.0,1.0,1.0,1.0,0.4,0.5714285714285715
90,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.3333333333333333,0.5
91,CratersWildlifeObservations,1.0,1.0,1.0,1.0,0.3333333333333333,0.5
92,ATBI,0.5,1.0,0.6666666666666666,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,1.0,1.0,1.0
94,ATBI,0.5,0.5,0.5,0.0,0.0,0.0
95,SBODemoUS-Banking,0.047619047619047616,1.0,0.0909090909090909,0.07692307692307693,0.5,0.13333333333333336
96,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
97,PacificIslandLandbirds,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
98,SBODemoUS-Human Resources,0.5,0.3333333333333333,0.4,0.5,0.14285714285714285,0.22222222222222224
99,SBODemoUS-Sales Opportunities,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.5,0.125,0.2
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
