question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
75,NYSED_SRC2022,1.0,1.0,1.0,0.5,0.2,0.28571428571428575
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,1.0,1.0
78,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
79,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.25,0.4
80,KlamathInvasiveSpecies,1.0,1.0,1.0,0.0,0.0,0.0
81,SBODemoUS-Finance,0.2,0.5,0.28571428571428575,0.0,0.0,0.0
82,SBODemoUS-Human Resources,1.0,1.0,1.0,0.5,0.5,0.5
83,NTSB,1.0,0.5,0.6666666666666666,1.0,0.25,0.4
84,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
85,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
86,KlamathInvasiveSpecies,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666
87,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
88,ATBI,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
89,SBODemoUS-Business Partners,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
90,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.3333333333333333,0.5
91,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
92,ATBI,0.5,1.0,0.6666666666666666,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,1.0,1.0,1.0
94,ATBI,1.0,1.0,1.0,0.5,0.6666666666666666,0.5714285714285715
95,SBODemoUS-Banking,0.2,1.0,0.33333333333333337,0.3,0.5,0.37499999999999994
96,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
97,PacificIslandLandbirds,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
98,SBODemoUS-Human Resources,1.0,0.3333333333333333,0.5,1.0,0.2857142857142857,0.4444444444444445
99,SBODemoUS-Sales Opportunities,0.5,0.5,0.5,0.0,0.0,0.0
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.5,0.125,0.2
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
