question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
74,NYSED_SRC2022,1.0,1.0,1.0,0.75,0.6,0.6666666666666665
75,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.4,0.5714285714285715
76,ATBI,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.4
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,1.0,1.0
78,NTSB,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
79,NYSED_SRC2022,0.5,0.5,0.5,0.5,0.25,0.3333333333333333
80,KlamathInvasiveSpecies,1.0,1.0,1.0,0.0,0.0,0.0
81,SBODemoUS-Finance,1.0,0.5,0.6666666666666666,0.3333333333333333,0.2,0.25
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5
85,SBODemoUS-Inventory and Production,1.0,0.5,0.6666666666666666,1.0,0.2,0.33333333333333337
86,KlamathInvasiveSpecies,1.0,0.3333333333333333,0.5,1.0,0.375,0.5454545454545454
87,SBODemoUS-Inventory and Production,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.2857142857142857
88,ATBI,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
89,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
90,KlamathInvasiveSpecies,1.0,1.0,1.0,0.5,0.6666666666666666,0.5714285714285715
91,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,0.5,0.5,0.5,0.25,0.3333333333333333,0.28571428571428575
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
97,PacificIslandLandbirds,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
98,SBODemoUS-Human Resources,1.0,0.3333333333333333,0.5,1.0,0.2857142857142857,0.4444444444444445
99,SBODemoUS-Sales Opportunities,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.6666666666666666,0.25,0.36363636363636365
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
